,cross_correlation,max_amplitude_difference,p_wave_onset_difference
0,0.947710478068043,0.5495383455472387,13
1,0.9989666813731116,0.5677745149068841,127
2,0.9981759049911774,0.5159045388849883,636
3,0.9953347836270775,0.5651567053209011,3
4,0.9919085947335268,0.575758358019868,8
5,0.9994867443682891,0.5705950538215407,12
6,0.9949652822484756,0.585630273782538,182
7,0.9456642243470464,0.582534229857852,651
8,0.9987001628591234,0.6229576630224859,2
9,0.996650092914675,0.5985633076877084,9
10,0.9981209478358392,0.5409692095863454,146
11,0.9708420648516681,0.5529059166322079,497
12,0.9995045233894709,0.5777376443093316,2
13,0.9983793433486368,0.5784704411222154,7
14,0.9975425425487882,0.6319802485585129,4
15,0.9919138644132846,0.552103407760106,615
16,0.974134933714187,0.5307136571228517,0
17,0.9996242966866229,0.5816999358506127,4
18,0.9977352017514811,0.556971658624648,1
19,0.9521767264679574,0.6090858531022058,9
20,0.9958605965513888,0.5175461929259224,124
21,0.9882432840526729,0.5806461580261078,2
22,0.9946687896072084,0.584021102205952,4
23,0.977792306654131,0.5461330394181602,23
24,0.996573533757423,0.5547545923552205,3
25,0.9855337194933035,0.5604766941857541,2
26,0.9701440671238533,0.5584615511901249,3
27,0.9976411987859977,0.5919241072848427,1
28,0.9629747187987687,0.5822795848890048,3
29,0.999159614756599,0.5531944744972715,326
30,0.9992127510818933,0.5818107123228274,2
31,0.9968176334873021,0.5781387217023961,4
32,0.9556131559866953,0.5551418144543558,10
33,0.9835669989839029,0.578626441105372,9
34,0.9507046871070728,0.5226088889938799,108
35,0.9741896972716915,0.6272045604333866,476
36,0.9567073053217674,0.5528507901989376,70
37,0.9980108495893026,0.5870956544375078,173
38,0.9967593995601292,0.6015666994862223,6
39,0.9719239064444971,0.586092691524153,6
40,0.9754757724171111,0.5814707901541437,507
41,0.995911301614984,0.5668305185013398,4
42,0.9968360691309713,0.5850849874257021,2
43,0.9971745710301094,0.5756766247109282,9
44,0.9782473468476975,0.5752625741646615,572
45,0.999381737506167,0.5541018383030089,2
46,0.9657545378651143,0.524905300262708,4
47,0.9749347922186213,0.5736088642977968,6
48,0.9961694402029087,0.5672523437403078,7
49,0.9958558454323977,0.5872305602564113,27
50,0.9959884853891204,0.5962128061135012,112
51,0.9984839293214951,0.5868230763783304,2
52,0.9877268238483001,0.585566790936471,3
53,0.9791010590353212,0.5453957627754301,18
54,0.9822636049153157,0.5785396300019335,3
55,0.9441954316638966,0.5304860088113996,126
56,0.9978625595731367,0.5642405185624171,3
57,0.9800798562545479,0.5700932260883768,4
58,0.9739806871424116,0.6035061490024163,3
59,0.9915833458175702,0.5356496803512562,13
60,0.9850649161139262,0.5740066444030243,170
61,0.998689417137286,0.5930194251274844,6
62,0.9557473803649215,0.6013798817952102,6
63,0.9394740375279185,0.6373992771936884,10
64,0.9611757997815242,0.5778508036549994,4
65,0.9985743737474656,0.5820087218105005,8
66,0.9720267406002618,0.5872959209810554,3
67,0.9982995327616558,0.5816936877554113,560
68,0.9997350215874056,0.5764597052163907,2
69,0.9724980627613422,0.6249080770336676,25
70,0.9615862831759967,0.5522862204724233,7
71,0.9944730544311071,0.5238098714514995,587
72,0.9929439550528718,0.5907556727670851,3
73,0.9433792043247599,0.5437120802409385,25
74,0.994683223322458,0.5457187996979944,35
75,0.9955544286007264,0.5647237408643595,1
76,0.9942515113518366,0.5862684686701243,3
77,0.996598743535893,0.5750132842338811,40
78,0.9624200095876864,0.5479765837527011,28
79,0.9988304329502768,0.5592001463145154,3
80,0.9454951599434244,0.562483755400496,98
81,0.9850491472341241,0.5619227928532519,19
82,0.968423118613075,0.5955328594366263,7
83,0.9609620839419288,0.5846325753147738,5
84,0.996916635370852,0.5979481282877634,9
85,0.945219042176542,0.4856693469463006,167
86,0.984546640277708,0.6254751006256207,3
87,0.9964290059330481,0.5684966449608407,2
88,0.999112540063535,0.5816303925454239,3
89,0.9608020409958495,0.5445063856220927,389
90,0.9866355741416155,0.5633110664348919,10
91,0.9903572740944572,0.6254271891553043,2
92,0.969242664633221,0.5722090780718907,571
93,0.9657541867264561,0.5681740301818655,17
94,0.9995082104479416,0.5803154803398267,15
95,0.981032801472202,0.6019873754305186,13
96,0.9876347968473239,0.5700945743820524,678
97,0.9980969925890193,0.5547337228556343,9
98,0.9830779850629686,0.5699213847610205,150
99,0.9958340433144686,0.5694265374893163,9
100,0.9568836035814319,0.5580860373369486,672
101,0.9821496348158698,0.5977892215401619,2
102,0.998136059721288,0.5531658747447235,17
