,cross_correlation,max_amplitude_difference,p_wave_onset_difference
0,0.7533436890497026,0.48172726981145997,319
1,0.9904533426177535,0.6094821986827722,127
2,0.9967777700516324,0.6049009453981185,636
3,0.9697009468649118,0.5313172748230651,4
4,0.9220628030039405,0.5379952288011326,80
5,0.9993957570344075,0.5949530544797987,12
6,0.9476372382456516,0.5962698867576449,182
7,0.766281807776001,0.6495063847595318,651
8,0.98568866312168,0.631259192419036,2
9,0.9485073782047247,0.6032475562500299,137
10,0.9983811562093498,0.5908522123839632,146
11,0.7790379723333108,0.5368316688289083,544
12,0.9983718768594675,0.5873537672268122,2
13,0.9950437435285561,0.6031604896905182,7
14,0.9823559874111177,0.6106715510490882,4
15,0.9340685245588123,0.5850165356146054,615
16,0.6515799975258701,0.46079101440222636,156
17,0.9985339157463693,0.59170562262858,4
18,0.9975016694567452,0.606071355580524,1
19,0.5738079185005177,1.2778681081083356,119
20,0.9531642467829817,0.5851859157363374,124
21,0.8593757280343469,0.6159989103161719,1
22,0.9221233346550639,0.519724174160787,1380
23,0.7951453699967739,0.5085688490412299,4
24,0.9773625938333212,0.5900723338154744,3
25,0.842846413224297,0.5143550099770747,1
26,0.7087516298026701,0.470469749910007,124
27,0.9733217099004899,0.6389499785932712,1
28,0.7471725235050377,0.7537301943051261,3
29,0.997638849813936,0.5852380075595723,330
30,0.9971523563272349,0.5945674997708934,2
31,0.9761253543490261,0.5426552366245877,15
32,0.8244282495035761,0.54442454236582,216
33,0.8815527618269978,0.647629261389274,1
34,0.7372060795632674,0.5277448432695492,468
35,0.8095697286106956,0.743886595081128,476
36,0.676361820652591,0.5536788901302903,117
37,0.9959704252863127,0.6038696578132083,173
38,0.9629992920869136,0.6005163656990494,10
39,0.829755087445057,0.5800928619574991,23
40,0.8284248992271526,0.5844260366224265,507
41,0.941732558211065,0.5203674140936941,4
42,0.9654646948175999,0.6561758895871239,1
43,0.9762022894265574,0.5889861490475995,16
44,0.8173081394909122,0.4184603347360176,572
45,0.8231121251924437,0.5957733856733465,2
46,0.6492342014807385,0.81485435277311,155
47,0.8234312876262898,0.5800481039547403,191
48,0.989177807186358,0.5776195903401018,9
49,0.9516468094296836,0.5937506329478107,34
50,0.954893116816876,0.5598053676317251,112
51,0.9852997098480746,0.623658843563087,2
52,0.8617578547946079,0.6419613412560233,33
53,0.8617894001078351,0.547612727454586,63
54,0.8137557766266719,0.5688957573537573,3
55,0.03406919029050926,0.1294650536700098,516
56,0.991716703114147,0.6070296090085127,3
57,0.822720616166425,0.6046271116138552,4
58,0.8866195320530919,0.593453570789974,35
59,0.8518168303960902,0.6083940100417837,191
60,0.8571999437598256,0.6820942774575766,170
61,0.9869340757243146,0.5981144937096369,6
62,0.7681160200515115,0.6289832834671673,8
63,0.6432299864739985,0.7801596517643186,15
