cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.12984847,0.6813576,372.6667
0.22107415,0.49457186,251.0
0.06769982,0.59552693,637.3334
0.20059429,1.2257246,203.33334
0.120387495,0.8673269,195.0
0.2773056,0.67315376,169.0
0.16504917,1.0461333,194.0
0.3655871,1.0319908,651.0
0.25672728,0.95508254,253.33334
0.21180741,1.0933598,204.0
0.07673146,0.5405165,497.0
0.06602409,0.5526357,516.0
0.12798364,0.71165746,119.66667
0.41499636,0.7734746,221.33334
0.25557396,1.224811,224.0
0.12622291,0.5447252,615.0
0.059556894,0.3722318,145.33334
0.19345358,1.0451046,181.0
0.13866597,0.7571403,421.6667
0.058992594,0.78896105,355.6667
0.03550191,0.50670636,373.6667
0.22288209,0.5335238,20.333334
0.11353797,0.72257435,397.0
0.22405177,0.88958997,129.0
0.13667484,0.55790937,131.33334
0.24844766,0.62837523,299.0
0.23224863,0.5307195,159.0
0.25236693,1.1903551,82.0
0.1275293,0.6719023,390.0
0.15565388,0.6890067,416.6667
0.1805945,0.5589126,157.33334
0.39408216,1.4949869,175.33334
0.19057816,0.54293966,250.33334
0.19955209,0.7237954,215.0
0.13704015,0.857406,412.33334
0.122167036,1.1311525,481.0
0.15610175,0.6776216,210.0
0.20998214,1.061652,297.33334
0.2550702,0.98992324,114.66667
0.25312552,1.0156122,173.66667
0.26769847,0.6078837,507.0
0.1578322,0.6958122,301.6667
0.16017035,0.6753168,126.0
0.186487,1.0127841,160.0
0.20709056,0.803463,572.0
0.19026849,0.85927665,26.333334
0.072354965,0.5739135,381.33334
0.25282985,0.60598874,246.66667
0.30364922,2.2458239,199.33334
0.13491629,0.7644806,372.6667
0.4580954,1.0231147,112.0
0.15236926,0.6449888,164.0
0.22886783,1.1566263,129.66667
0.19434564,0.67451143,284.0
0.07441356,0.54637355,325.0
0.14264423,0.5771825,350.0
0.15897194,0.9655272,359.6667
0.13463865,0.76683587,101.0
0.2436454,0.8494686,194.0
0.057851538,0.58888036,457.6667
0.11914202,0.79095304,283.33334
0.26754436,1.3789089,139.0
0.12174859,0.9014386,204.0
0.089758396,0.89951956,378.6667
0.11211431,1.0394893,236.0
0.24453816,0.8443767,136.33334
0.39670703,0.9141161,144.66667
0.15358764,0.69728816,560.0
0.1866096,0.52086055,78.333336
0.35989186,0.77827454,136.0
0.12677301,0.544831,183.0
0.17095101,0.6609683,587.0
0.18237095,0.87262934,210.66667
0.084259346,0.55475116,361.0
0.07134989,0.30506444,548.6667
0.20825908,0.4806,153.0
0.2009604,0.6316327,361.33334
0.1131503,0.5330249,365.0
0.11111488,0.9543036,468.6667
0.15444699,0.7330303,202.33334
0.32107085,0.6759674,166.33334
0.063108526,0.65934515,341.6667
0.10798984,0.49965513,236.66667
0.35880864,0.72021073,229.0
0.11185476,0.6974474,448.33334
0.06520147,0.54671323,348.6667
0.23302984,0.7413385,182.33334
0.20925586,0.6789826,90.333336
0.3399573,0.99472904,248.0
0.12647268,0.6906335,561.6667
0.22426826,0.86155194,108.0
0.1894404,1.2024148,2403.0
0.14776787,0.6082436,571.0
0.09954502,0.8055506,214.66667
0.10623481,0.5946673,200.0
0.20522329,1.1315279,451.0
0.1062293,0.8027433,678.0
0.31875286,1.0290022,182.0
0.06701912,0.5470151,502.0
0.17184588,0.599554,255.33334
0.13204378,0.6307331,672.0
0.15326205,0.78054136,25.0
0.3050571,0.97896165,129.33334
0.15698615,0.6467823,383.0
0.3120407,1.0287746,192.33334
0.100077175,0.72406715,464.0
0.21550187,1.113789,171.0
0.15185946,0.8728153,23.333334
0.13697979,0.82841694,381.0
0.23852625,0.9806751,117.333336
0.19204298,0.5667937,333.0
0.29007143,0.7455374,83.66667
0.03947136,0.4579805,497.0
0.117268085,0.65120167,461.33334
0.101600915,0.6744525,307.0
0.2197095,0.6374682,170.33334
0.16462585,0.563853,184.0
0.111263394,0.54822034,423.0
0.26419717,0.9176015,175.0
0.15401271,0.8416505,174.0
0.2810725,0.688636,139.33334
0.13435371,0.6497211,413.6667
0.031624254,0.55948204,280.6667
0.096580446,0.6933326,407.6667
0.2047725,0.58810186,235.0
0.08771887,0.88162625,32.0
0.06551874,0.57250154,360.33334
0.10747112,0.50441104,377.33334
0.10482912,0.8326839,233.66667
0.095751286,0.12641649,724.0
0.119014494,0.6387596,377.6667
0.056746792,0.36407042,391.33334
0.1554107,0.76320255,438.6667
0.32916993,0.70178056,462.0
0.1579744,0.94429684,441.33334
0.30949482,0.66645336,198.66667
0.13984153,0.5890171,405.0
0.24123263,0.56707144,697.0
0.124228224,0.5406934,549.0
0.11631887,0.5599752,414.0
0.05662398,0.5934715,512.3334
0.11090517,0.5274262,83.66667
0.14920746,0.95615596,247.66667
0.26662713,0.74085706,228.0
0.11572503,0.7818863,27.333334
0.12683854,0.7579994,645.0
0.15042183,0.8642098,26.666668
0.2848946,0.5877464,154.33334
0.13118362,0.67043066,341.6667
0.19840005,0.7902409,284.0
0.20688312,0.70466113,431.6667
0.20388961,0.54758346,225.66667
0.30171275,0.8840445,173.33334
0.3424476,1.2159963,93.66667
0.12016108,0.61597985,149.33334
0.13949262,0.59501684,253.0
0.33601257,0.7708827,378.33334
0.2938879,0.50624365,16.666668
0.1855664,0.5974261,159.0
0.122672886,0.79538935,373.33334
0.20406291,0.6450825,134.0
0.22005962,0.5567615,244.33334
0.25757498,0.74324906,617.0
0.21135257,0.96140885,258.0
0.30055618,0.5541183,374.0
0.058288842,0.8444382,452.0
0.2324911,1.1193441,196.66667
0.35304654,0.8344077,119.0
0.31728137,0.7713034,137.33334
0.26809323,1.0050951,49.0
0.31114626,0.9504713,211.66667
0.2628895,1.0800378,95.333336
0.41762298,0.76695174,120.333336
0.18565494,0.6405289,32.666668
0.07979415,0.72923815,467.6667
0.06289324,0.47321534,560.3334
0.1783076,0.94970596,332.33334
0.0783937,0.5061388,359.6667
0.07433264,0.47357735,183.0
0.09377891,0.598877,558.0
0.2115775,0.9509374,216.66667
0.18670925,0.60186166,21.0
0.10971497,1.0365063,239.0
0.11969191,0.6361941,356.6667
0.21149129,1.2533728,157.0
0.086327836,0.7326438,242.33334
0.26182678,0.71142495,394.0
0.22028093,0.7056999,155.33334
0.19175993,0.8903252,258.0
0.08101392,0.68525636,355.0
0.17625469,0.7722279,224.0
0.15982167,0.60825634,585.6667
0.12014087,0.80876434,319.33334
0.24581742,0.94100374,235.33334
0.2871011,1.2719843,207.0
0.31840473,0.97179574,119.0
0.09604941,0.5401501,597.0
0.22131985,1.165465,77.0
0.33815414,0.60263276,495.0
0.33103904,0.6614667,136.0
