cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.17438781,0.60335076,268.33334
0.21084182,0.088604115,251.0
0.071768895,0.12119409,636.0
0.1541009,0.2888049,203.0
0.1449632,0.20340738,203.0
0.23403037,0.09588881,170.0
0.16635151,0.15506063,194.33334
0.3996795,0.27201176,1646.6667
0.22119883,0.21076441,253.66667
0.17523849,0.0752877,203.66667
0.07643913,0.094126634,500.0
0.102092505,0.058662504,3890.0
0.12652728,0.13808194,125.0
0.42914173,0.16192979,221.33334
0.25654787,0.17172748,224.0
0.09076691,0.046048194,2878.3335
0.1380291,0.25422883,44.333336
0.18640816,0.21351138,181.66667
0.12841338,0.14636177,416.0
0.113535866,0.49357796,534.3334
0.04276025,0.075967506,385.0
0.1239181,0.07340285,2058.0
0.1341711,0.21042322,1043.0
0.17202215,0.45553288,1390.6667
0.124645494,0.104274616,142.33334
0.3295169,0.5255907,465.33334
0.13026978,0.05052287,180.33334
0.23633477,0.21939921,82.0
0.12903658,0.079938546,389.33334
0.13562876,0.10579934,417.0
0.15684983,0.09301889,157.0
0.36479425,0.31103963,176.0
0.100938946,0.030339044,75.333336
0.18237326,0.06969137,320.6667
0.19250405,0.8837637,453.6667
0.087456964,0.14042294,1329.0
0.1814099,0.15177521,1242.3334
0.18694323,0.18034908,297.0
0.2658862,0.2215554,114.0
0.17022133,0.15361214,1222.0
0.16843168,0.02776181,3281.6667
0.10473351,0.15086591,1200.0
0.16409078,0.120784335,125.0
0.18549377,0.22731411,152.33334
0.12170171,0.03921076,891.0
0.20379925,0.1234896,26.333334
0.09448638,0.24991775,378.33334
0.13128981,0.20030992,190.0
0.2552469,0.50877535,199.66667
0.1460796,0.15449777,364.0
0.40016672,0.16520666,1261.0
0.15526783,0.1237845,163.33334
0.09389335,0.05718043,134.33334
0.25791126,0.32885355,1626.0
0.07907759,0.07360047,1469.6667
0.13548568,0.2962771,1506.3334
0.15803936,0.20103398,359.6667
0.1463065,0.17706579,1175.3334
0.16766465,0.06254641,188.33334
0.065980904,0.07353523,554.0
0.07548114,0.019742664,2213.3335
0.2461657,0.33308238,139.0
0.07474144,0.28477117,1837.0
0.10607722,0.21529755,376.6667
0.11798935,0.6496039,921.6667
0.23391834,0.16456494,136.0
0.3752813,0.16759267,144.66667
0.1446605,0.14282614,560.0
0.16321522,0.08581611,185.0
0.23096135,0.1001406,2963.0
0.120048285,0.07354078,352.0
0.1935431,0.18073902,679.3334
0.14721751,0.14979991,211.0
0.11510311,0.09568541,565.0
0.074057296,0.053186696,576.0
0.20377968,0.07879588,153.0
0.14604625,0.06506644,366.33334
0.13069385,0.11775558,373.0
0.15639125,1.0880065,2296.0
0.16864038,0.14339659,202.33334
0.18312103,0.03718275,166.66667
0.072832495,0.18569392,347.0
0.092959754,0.18039088,493.0
0.35813993,0.22271672,380.0
0.09731254,0.1543582,454.0
0.05108133,0.6423036,1384.3334
0.1838724,0.13456704,186.0
0.19593482,0.0574655,90.333336
0.3093978,0.16362017,248.0
0.16606805,0.19420294,3784.0
0.18227193,0.062760726,116.0
0.21104121,1.1828306,2403.0
0.121747516,0.10570266,831.3334
0.16527724,0.50806856,1187.0
0.09815457,0.077360235,200.0
0.15598372,0.19051938,459.0
0.108480975,0.9812119,678.0
0.27947903,0.238959,181.0
0.06603547,0.056599356,571.3334
0.19254993,0.13279787,255.33334
0.115695894,0.22414373,1555.0
0.12864351,0.12331298,425.6667
0.3050585,0.24426731,129.0
0.1381776,0.077424,1550.6667
0.25745517,0.13816553,190.0
0.09427991,0.16701595,465.0
0.16673645,0.11561927,2273.0
0.1444379,0.13911207,31.0
0.17695771,0.18245761,2716.0
0.097256854,0.043092396,1239.3334
0.20161395,0.11656737,333.0
0.3318925,0.1592041,92.0
0.028228775,0.07380065,428.0
0.14496136,0.096468166,2064.0
0.12382308,0.2106313,299.0
0.1942338,0.075927846,173.33334
0.15948376,0.12386587,195.0
0.11443081,0.10892316,422.0
0.2657892,0.14623973,175.33334
0.14195278,0.104730025,189.0
0.13267106,0.07107602,499.0
0.07733636,0.113442734,1204.3334
0.02123141,0.12991542,753.0
0.08530184,0.06489873,1959.6667
0.122150585,0.054336023,1140.0
0.15191172,0.8228533,679.3334
0.08370355,0.12886354,358.0
0.16669565,0.07841613,115.0
0.2532841,0.35185623,2531.0
0.06883935,0.05149525,1346.0
0.08846876,0.05094181,1284.3334
0.06448733,0.13508736,1452.6667
0.13442883,0.15840852,447.0
0.19993237,0.03977139,3723.0
0.1285458,0.14672968,441.6667
0.13127428,0.13580945,831.0
0.14306375,0.11211397,404.33334
