cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.11629428,0.46440065,374.33334
0.21585214,0.40612757,250.66667
0.07462841,0.36104748,636.0
0.22860917,0.7127217,198.33334
0.1358311,0.5299481,197.0
0.25292647,0.45200014,171.66667
0.1685183,0.51168936,197.66667
0.3846531,0.7513217,651.0
0.19652313,0.39056045,606.0
0.24622867,0.5194128,200.0
0.08102789,0.33735272,497.0
0.052362587,0.26547173,495.0
0.11996205,0.33551475,130.33334
0.43271565,0.44255015,218.33334
0.22818801,0.8812636,220.0
0.12397885,0.3074038,615.0
0.055132374,0.39723334,143.0
0.21995226,0.54012084,181.33334
0.14883651,0.51895297,285.33334
0.043477308,0.31590778,451.6667
0.045727953,0.38843986,465.0
0.19612108,0.44911093,21.0
0.10029455,0.37980443,355.33334
0.21424942,0.502406,131.66667
0.13491806,0.21834366,123.66667
0.2900085,0.5377736,293.6667
0.2256252,0.34723172,165.0
0.23901288,0.550397,78.66667
0.13403565,0.28075147,264.33334
0.15025698,0.4738183,418.6667
0.1851651,0.39666757,160.0
0.47149706,0.86524266,178.33334
0.17143558,0.40407377,266.0
0.22266766,0.5008837,218.0
0.17206818,0.6900619,450.0
0.1422301,0.5851059,482.6667
0.15286933,0.37653315,205.0
0.16918187,0.39842126,297.33334
0.25241697,0.6387434,111.66667
0.2551591,0.45035237,173.33334
0.23367497,0.3755493,507.0
0.19664627,0.49514684,293.0
0.14969501,0.4403686,128.66667
0.21415159,0.4948438,155.33334
0.18993066,0.44640762,572.0
0.19879667,0.57719076,29.333334
0.08825412,0.3858546,378.0
0.25990003,0.49670118,244.0
0.2794015,0.87091696,200.33334
0.12906289,0.42528886,378.0
0.45129985,0.44211683,112.0
0.15240487,0.4359641,166.66667
0.19761136,0.47905704,126.66667
0.16831458,0.41830122,276.0
0.070903614,0.3294804,325.6667
0.17097488,0.42607957,344.6667
0.1383739,0.48631525,362.0
0.13232893,0.5189098,97.66667
0.23047368,0.68170834,191.33334
0.058084063,0.3346481,454.6667
0.10953101,0.47177583,276.0
0.26149812,0.6938641,141.0
0.11703372,0.45812735,200.66667
0.09638657,0.55540586,373.33334
0.14072001,0.54741025,235.33334
0.2389164,0.41739473,133.0
0.37173688,0.6038259,140.66667
0.1622533,0.38698202,560.0
0.18272159,0.4222691,73.0
0.38002485,0.3952731,138.66667
0.12225597,0.35500658,181.0
0.17186871,0.39789245,587.0
0.1767206,0.40784687,207.66667
0.08917697,0.45781443,331.6667
0.07538696,0.29617274,537.6667
0.20371506,0.33151114,156.33334
0.18942475,0.3372438,363.33334
0.12300092,0.4350376,361.33334
0.12259903,0.4909947,468.33334
0.15918982,0.47340772,198.0
