cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.17506099,0.6054553,16.0
0.16744332,0.020950219,259.6667
0.0675816,0.020263596,637.6667
0.0995342,0.018105164,184.33334
0.080789275,0.027839005,1437.3334
0.19108886,0.029499827,172.33334
0.12089938,0.01654248,208.0
0.36327857,0.34627387,1644.0
0.10072422,0.019600125,459.33334
0.13845214,0.027873415,343.0
0.07293753,0.038637966,465.33334
0.054533303,0.02448966,1384.3334
0.08859731,0.01725916,144.33334
0.39433044,0.014318305,219.0
0.096223384,0.01420727,2345.0
0.05853319,0.022927796,2738.6667
0.07330554,0.15594272,41.666668
0.15689822,0.044698708,179.0
0.11171813,0.041276023,400.33334
0.083552286,0.4188064,532.3334
0.054697983,0.004095603,841.6667
0.1240281,0.052065283,1645.6667
0.078513525,0.06285888,240.33334
0.177127,0.15411511,1387.6667
0.13663052,0.039267167,148.0
0.30682328,0.2017115,466.0
0.15564108,0.07180834,220.66667
0.1700593,0.09984283,610.6667
0.12781104,0.0341407,2063.0
0.11531671,0.03823883,419.6667
0.1625796,0.041453175,168.33334
0.10259008,0.009072175,1677.3334
0.11151968,0.03593357,370.6667
0.20385681,0.059232377,2053.0
0.22064081,0.75376123,450.33334
0.078228265,0.019325752,1305.0
0.17912218,0.082995065,1243.0
0.13814983,0.020944914,300.33334
0.17050855,0.021637512,3061.3335
0.13373278,0.028534962,1723.0
0.17313688,0.0666724,2701.0
0.042519838,0.08580011,1206.0
0.080604434,0.009437989,163.0
0.08978515,0.015037606,152.33334
0.15006582,0.059188507,878.3334
0.11995401,0.033109345,1293.6667
0.07793023,0.089225136,426.0
0.09871324,0.031438045,190.0
0.22701143,0.072396904,197.0
0.100948706,0.013168118,375.0
0.20777985,0.1024306,1271.0
0.09232014,0.015270426,57.333336
0.116073385,0.041483067,92.333336
0.15359025,0.12506202,2.0
0.070427,0.012889761,538.6667
0.12531847,0.16845977,1542.0
0.11387794,0.040933132,365.33334
0.077039406,0.030693753,364.6667
0.10619746,0.022178745,1580.3334
0.046332967,0.02262499,873.6667
0.08682152,0.025333986,3364.0
0.16058399,0.045018375,136.0
0.06109476,0.039262332,2161.6667
0.0729903,0.012592619,1165.3334
0.15656373,0.40825307,945.0
0.096791506,0.0055812187,635.6667
0.18925068,0.04658676,14.0
0.13886964,0.048813373,560.0
0.1412019,0.021316683,196.66667
0.14042008,0.021428995,2080.3335
0.0820786,0.02713966,373.33334
0.10963814,0.016507728,606.6667
0.053703003,0.008672457,1545.3334
0.06233818,0.032779947,576.0
0.06874556,0.03945283,1781.3334
0.13368633,0.013162732,33.333336
0.10183262,0.007668364,731.0
0.09822929,0.0362669,1716.6667
0.120074615,0.63617325,2224.3335
0.114697844,0.039496243,202.66667
0.10097881,0.011067484,1962.0
0.041456055,0.014788974,320.0
0.079407215,0.033202335,490.33334
0.31646216,0.17764524,362.0
0.09107086,0.008443701,421.0
0.07314366,0.18968497,86.0
0.18550849,0.055969965,1772.3334
0.083192706,0.019902768,602.6667
0.20026466,0.042949256,248.66667
0.08375651,0.044829868,2003.6667
0.09394388,0.020873282,2753.0
0.14743261,0.09153701,150.0
0.08474394,0.017135855,2940.6667
0.16356587,0.2230094,1924.3334
0.093119085,0.026636865,202.33334
0.21329924,0.088099055,1330.6667
0.116817676,0.06594915,2757.0
0.0731588,0.006891841,185.33334
0.06619045,0.025497455,851.3334
0.105618164,0.019453231,352.33334
0.09290701,0.03735876,2480.0
0.16206829,0.10278737,2548.3335
0.12145208,0.016768169,1510.3334
0.090246424,0.03973852,859.3334
0.124432884,0.016676242,306.0
0.08398654,0.037710574,475.33334
0.11406243,0.018480359,398.0
0.08367984,0.040274583,984.0
0.12505049,0.08223505,2611.0
0.097292244,0.026665544,1797.0
0.14955711,0.035250545,153.66667
0.108793974,0.014673574,102.333336
0.017244635,0.02007327,573.6667
0.112176046,0.08459692,2039.0
0.05329854,0.03277298,1629.0
0.08151519,0.010636969,1629.3334
0.12072372,0.043870665,236.0
0.09377061,0.024715196,404.33334
0.12814045,0.024260169,1728.6667
0.059702925,0.009367006,944.6667
0.123581275,0.21860121,814.6667
0.07150918,0.1067984,1533.6667
0.0657969,0.24247518,1275.6667
0.078510776,0.051771313,1900.0
0.15193942,0.06982911,1139.6667
0.06483616,0.043534435,640.6667
0.04806618,0.013978335,1241.6667
0.12687513,0.041537877,116.333336
0.029083475,0.04943074,225.33334
0.064469434,0.04772949,1370.0
0.080709256,0.025807194,772.3334
0.06365341,0.083666906,584.6667
0.09170817,0.048349157,590.6667
0.12856165,0.014162342,2223.6667
0.11109099,0.0097471345,1424.3334
0.13909549,0.08270271,822.3334
0.08414541,0.009531498,407.33334
0.1666557,0.11667632,3704.0
0.10323929,0.029717978,3537.6667
0.09505369,0.025260698,465.6667
0.07856741,0.086490534,2080.6667
0.10873848,0.02534251,212.33334
0.10332996,0.009966232,889.0
0.12932771,0.0126447,760.6667
0.11773516,0.050087392,488.6667
0.07454988,0.0101628825,2364.3335
0.11859953,0.06408866,874.6667
0.23237936,0.044679515,154.66667
0.08596599,0.01674872,133.0
0.10716492,0.023001768,1593.0
0.1193487,0.01821594,460.33334
0.117939435,0.061670057,1835.6667
0.07324233,0.005777959,682.3334
0.23946987,0.1301752,1169.0
0.078552574,0.01724755,656.0
0.0841652,0.03643779,677.6667
0.10453588,0.050849896,1397.0
0.11125946,0.009078059,730.3334
0.12543038,0.1341481,13.333334
0.10297981,0.0357578,886.3334
0.10943171,0.031751495,2410.0
0.16242506,0.032325402,250.0
0.19203243,0.03845046,1913.3334
0.09346998,0.028355304,2155.3335
0.2774154,0.030600894,387.33334
0.0595926,0.039497335,436.0
0.12256372,0.020002471,1435.6667
0.23986523,0.059966605,1466.3334
0.05580154,0.0043928097,745.6667
0.32339633,0.12753467,1651.3334
0.17352363,0.30176413,1175.0
0.120756805,0.035839804,2076.3335
0.29986125,0.15415214,2404.0
