cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.13850902,0.29301557,775.6667
0.9036666,0.89508265,263.33334
0.9220189,0.9364227,639.6667
0.7038157,0.6620683,202.66667
0.6948707,0.71728295,204.66667
0.9383558,0.9499005,171.0
0.8124161,0.74759406,196.66667
0.27001455,0.15657073,2264.6667
0.88955057,0.9186854,251.0
0.573354,0.7479739,214.33334
0.91808975,0.91798896,499.0
0.3764993,0.39074522,815.3334
0.9197258,0.93141645,131.0
0.93682617,0.8543829,220.66667
0.79894996,0.7600261,223.66667
0.32795638,0.53333306,1746.6667
0.3096505,1.1184173,49.666668
0.91506714,0.92514944,125.333336
0.9365735,1.0300547,155.33334
0.22213027,0.5203717,947.0
0.75575113,0.7267787,438.33334
0.4463011,0.5544497,24.666668
0.4212168,0.8630769,373.0
0.4005649,0.7727214,142.33334
0.52310145,0.7855203,134.66667
0.40676528,0.54060274,323.33334
0.32982004,0.5022966,235.66667
0.6603315,0.7742654,102.333336
0.91614956,0.89396113,392.0
0.79970235,0.9005639,415.0
0.8794424,0.92066216,157.0
0.7375245,0.7172634,175.0
0.21657464,0.15036258,934.0
0.36772472,0.69811916,242.33334
0.46543416,0.8768438,227.66667
0.564044,0.51565784,489.6667
0.32701582,0.7782887,203.33334
0.9581078,0.94612455,295.33334
0.7253659,0.7457389,123.333336
0.48514056,0.6308528,249.0
0.42892426,0.65775514,507.0
0.59737897,0.6365333,301.33334
0.7670486,0.82277983,133.66667
0.7058498,0.8563633,162.33334
0.12589195,0.17594181,2363.6667
0.8481473,0.72256565,139.33334
0.48191112,1.2879704,383.0
0.22628266,0.16348976,240.0
0.9043467,0.87842786,202.0
0.81378317,0.7368425,381.0
0.6019032,0.7142477,112.0
0.85646677,0.8966416,164.33334
0.37279838,0.4920735,113.333336
0.45126483,0.5424649,282.33334
0.49069214,0.6340785,346.0
0.33292663,0.7896206,342.6667
0.9224397,0.88136166,396.33334
0.13555634,0.3250198,456.6667
0.5096938,0.770178,200.66667
0.68742335,0.6906358,479.6667
0.51299834,0.6330461,308.6667
0.92443293,0.82696027,157.0
0.4562053,0.85241115,222.33334
0.5515303,0.90423596,396.33334
0.27964556,0.41418827,394.33334
0.8144404,0.8768398,150.33334
0.66297454,0.8171668,136.66667
0.9329114,0.934334,560.0
0.91177845,0.82516783,128.0
0.29120302,0.556605,136.0
0.19576076,0.2494878,175.0
0.6584844,0.84373444,590.3334
0.6762669,0.74532765,170.33334
0.27169323,0.8240639,126.0
0.60468906,0.60685295,538.3334
0.8455324,0.7192433,106.333336
0.68153656,0.59768045,359.0
0.59388554,0.5651452,389.0
0.18830864,0.6550323,1451.6667
0.89932597,0.76206446,208.66667
0.517472,0.37875065,174.0
0.48102412,0.53618604,383.0
0.30683458,0.36687264,333.6667
0.2518834,0.80357957,372.6667
0.7775518,0.6551882,459.0
0.20558262,1.2914768,68.333336
0.85444,0.8515484,184.33334
0.7436587,0.7219765,44.333336
0.9192159,0.91533726,250.66667
0.23385064,1.1241636,583.0
0.47995335,0.73207015,131.33334
0.24450147,0.9253197,976.3334
0.48495528,0.7600934,585.0
0.30943713,0.86209226,2009.0
0.93608636,0.96489775,215.66667
0.5479111,0.74668026,457.33334
0.18335676,1.9873543,678.0
0.8742761,0.92942226,179.33334
0.35118732,0.35634133,594.3334
0.8078262,0.83345795,256.33334
0.1073839,0.24413542,1469.0
0.47149974,0.5439776,253.66667
0.6850389,0.83571637,131.66667
0.5756237,0.76971215,369.6667
0.5934843,0.49904782,185.33334
0.91112447,0.8502265,470.33334
0.63049406,0.8817579,178.66667
0.6348781,0.53994143,107.66667
0.42720494,0.5702967,409.6667
0.51912636,0.87490606,120.66667
0.79584646,0.84628975,393.33334
0.76975846,0.7753004,83.66667
0.78621334,0.85793376,523.6667
0.118184686,0.48589927,1927.3334
0.39161843,0.84149545,329.0
0.6146331,0.66098714,167.33334
0.84421986,0.8912131,193.33334
0.8651571,0.87316793,419.0
0.81573504,0.7879495,176.33334
0.74964285,0.94388455,178.66667
0.42487177,0.7179763,146.66667
0.38959002,0.87466973,430.0
0.35051608,1.6335623,291.6667
0.45930952,0.35784858,923.6667
0.119599104,0.1524073,695.6667
0.115373686,0.36547226,1070.0
0.6751188,0.5890175,345.33334
0.34500298,0.37928066,436.6667
0.271168,0.89984393,205.66667
0.46309096,0.6671704,546.6667
0.24484526,0.5582671,319.33334
0.09305683,0.638303,601.3334
0.7267964,0.74473685,443.33334
0.6583419,0.54313934,462.0
0.9139282,0.8283534,302.6667
