cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.9357966,0.8043391,394.0
0.99596107,0.96877384,259.33334
0.99458444,0.9627942,636.0
0.9877631,0.90435284,202.66667
0.98819053,0.9520081,206.0
0.99755,0.98814577,171.0
0.99446046,0.9298095,198.33334
0.9584526,0.9132368,651.0
0.99274635,0.97081107,251.0
0.9850496,0.9077462,210.0
0.9973127,0.9837197,500.0
0.9599897,0.8552043,512.6667
0.9976218,0.9827708,131.0
0.9962219,0.9619274,221.0
0.9959954,0.9529717,223.33334
0.9695298,0.9182426,615.0
0.97254884,0.8341057,305.33334
0.99782073,0.9818125,125.333336
0.99541366,0.99942493,152.33334
0.9629771,0.83793116,394.0
0.98659104,0.9293014,436.33334
0.98091805,0.898875,72.66667
0.9622222,0.9024191,378.6667
0.9667072,0.8129451,134.0
0.96789134,0.9525176,137.33334
0.97229165,0.8636567,207.66667
0.9665688,0.88025045,169.66667
0.9875107,0.90642345,101.333336
0.9975354,0.9701601,392.6667
0.9949133,0.9737789,414.6667
0.9958262,0.97839254,157.0
0.99506605,0.9289136,175.66667
0.9684874,0.8142177,257.6667
0.9568025,0.849573,221.33334
0.9654982,0.8557624,344.33334
0.97545475,0.8965963,495.6667
0.94081974,0.8677783,211.66667
0.99831647,0.9882042,295.33334
0.9885661,0.93582356,123.333336
0.9766048,0.8564118,184.33334
0.9654745,0.85627174,507.0
0.9754274,0.9166776,302.33334
0.98956835,0.9281787,93.66667
0.99209994,0.9746814,165.33334
0.97365326,0.86543226,572.0
0.9971905,0.94109815,27.333334
0.9728462,0.96122694,384.0
0.95187795,0.82911336,245.66667
0.9977433,0.96253294,202.0
0.9938785,0.91795444,379.6667
0.98233026,0.9247071,112.0
0.9935025,0.9798529,164.33334
0.97250736,0.87125576,129.0
0.94200534,0.8964505,284.0
0.96803236,0.83297086,327.33334
0.9553931,0.8702166,346.33334
0.99714136,0.9641158,396.6667
0.9536365,0.8793622,98.0
0.95805806,0.9078944,195.66667
0.9857075,0.9081327,459.0
0.97728527,0.9134288,298.33334
0.9975475,0.9540612,155.66667
0.95231605,0.97660774,222.33334
0.95197487,0.95552796,391.6667
0.9652853,0.87127244,238.66667
0.99641323,0.9717516,154.33334
0.9838723,0.94369876,140.0
0.99702424,0.9637189,560.0
0.99728036,0.9589946,128.0
0.97307223,0.86812496,139.66667
0.95225894,0.86207145,175.33334
0.9792707,0.96190256,587.0
0.9816059,0.94750327,170.0
0.94113815,0.7880723,339.33334
