cross_correlation,max_amplitude_difference,p_wave_onset_difference
0.85612744,0.74543285,373.33334
0.9916115,0.9531214,259.33334
0.9894464,0.9569663,636.0
0.97191525,0.8531116,202.66667
0.97519004,0.91390246,206.0
0.99473953,0.9817649,171.0
0.9853698,0.8954343,198.33334
0.90644187,0.84800744,651.0
0.9867441,0.96031106,251.0
0.9600193,0.85898197,210.0
0.99370277,0.97570556,500.0
0.9128944,0.78578395,527.3334
0.99429345,0.97432137,131.0
0.99324155,0.9414837,221.0
0.9887594,0.92751074,223.33334
0.91550845,0.8465396,615.0
0.9127939,0.72165513,305.33334
0.99469656,0.972947,125.333336
0.99267626,1.0036178,152.33334
0.90587705,0.7315754,390.33334
0.9714829,0.9006219,436.33334
0.9504932,0.8252071,72.66667
0.9029484,0.86188805,378.6667
0.91816753,0.71619487,133.33334
0.9323406,0.919178,137.33334
0.9214594,0.7582125,207.33334
0.91265815,0.796596,169.66667
0.9706011,0.8826897,101.0
0.9946952,0.9572992,392.6667
0.98337686,0.9595191,414.6667
0.99001276,0.964909,157.0
0.98575944,0.89455736,175.66667
0.9254769,0.7215959,257.33334
0.89307857,0.74012375,221.0
0.90450597,0.7646029,344.6667
0.9458078,0.8310635,495.6667
0.87267005,0.7791213,211.66667
0.9964775,0.9803027,295.33334
0.9717331,0.8853483,123.333336
0.939785,0.7531941,184.33334
0.91310877,0.77981204,507.0
0.93417025,0.858056,302.33334
0.9772912,0.8938977,93.66667
0.97938466,0.9477429,162.33334
0.9262389,0.81645954,572.0
0.991266,0.9115857,27.333334
0.93234384,0.9840244,384.33334
0.8821971,0.73441565,245.66667
0.99462414,0.9481312,202.0
0.98688096,0.87964505,379.6667
0.9544463,0.8798363,112.0
0.98655653,0.9635844,164.33334
0.92872256,0.81115496,129.33334
0.87860173,0.8192918,284.0
0.92771626,0.7612338,327.33334
0.8829019,0.78405493,347.33334
0.99425304,0.94869983,396.6667
0.86950445,0.74684227,98.333336
0.9052706,0.86153126,192.66667
0.96980846,0.8707272,459.0
0.934865,0.85943496,298.33334
0.9945282,0.9300103,155.66667
0.89815986,0.9504888,222.33334
0.90285766,0.9306454,391.6667
0.91002667,0.80061,238.66667
0.9902172,0.95689154,154.33334
0.9585141,0.9155173,140.0
0.9946132,0.95833457,560.0
0.9930688,0.93792486,128.0
0.92038035,0.7923974,139.66667
0.880389,0.7452153,175.33334
0.95500815,0.9444665,587.0
0.9577316,0.9230143,170.0
0.8559978,0.73185885,339.0
0.95116633,0.7872755,537.6667
0.98696804,0.9127673,107.333336
0.96923846,0.852183,342.6667
0.94626063,0.8427272,365.0
0.89358157,0.77875984,506.6667
0.99334407,0.9180844,148.0
0.9293698,0.7605591,164.33334
0.82738227,0.7900581,355.0
0.90711296,0.7710906,247.0
0.92140293,0.7852932,235.33334
0.98140526,0.8493457,459.0
0.8741231,0.73521817,382.33334
0.98925585,0.93723667,183.66667
0.9786636,0.8915911,44.666668
0.99543,0.971739,250.33334
0.81986785,0.85691726,556.3334
0.95041656,0.8662967,111.333336
0.64109695,0.719501,176.33334
0.9026462,0.8854329,571.0
0.8634542,0.76721406,234.0
0.99495786,0.9821355,215.66667
0.9458694,0.86418426,448.33334
0.9040815,0.6101865,678.0
0.989344,0.9731102,179.33334
0.91597503,0.8129165,477.33334
0.98289084,0.9242209,256.33334
0.87702346,0.5956341,672.0
0.9157238,0.8135357,117.333336
0.9617131,0.9441495,131.66667
0.9454286,0.80430436,389.33334
0.95893514,0.82941645,185.66667
0.99399185,0.94061077,470.0
0.93812907,0.9457717,178.0
0.95507,0.84988636,98.0
0.87928903,0.8082988,381.6667
0.9383427,0.7513602,110.66667
0.97695607,0.94389355,390.0
0.9721374,0.91449046,82.333336
0.96167845,0.90182275,560.0
0.92052525,0.704906,474.33334
0.8816328,0.8261697,326.33334
0.9641417,0.87825954,164.66667
0.98952025,0.95088375,190.33334
0.9906597,0.95073366,404.0
0.9787657,0.87737054,176.33334
0.9698319,0.9767727,124.66667
0.925667,0.8499505,137.0
0.9434221,0.8940345,287.6667
0.9407863,0.89386857,292.33334
0.9145569,0.8753743,433.6667
0.8870144,0.730265,238.66667
0.820559,0.65230674,36.333336
0.9680629,0.80129,342.6667
0.8931396,0.63889015,321.33334
0.7068414,0.7495184,220.0
0.89999735,0.7455286,484.6667
0.8328036,0.75998247,385.33334
0.88524264,0.7580328,406.6667
0.9800634,0.90487117,448.6667
0.9650463,0.84652627,462.0
0.99311674,0.92720807,302.6667
0.9252834,0.9432355,197.33334
0.98702323,0.95218796,277.6667
0.8346574,0.85423696,697.0
0.87049407,0.74613655,549.0
0.98483205,0.9307806,442.0
0.9070503,0.7890376,525.0
0.91501844,0.7844118,193.33334
0.9908683,0.91502964,267.0
0.9606539,0.8471309,230.0
0.89589113,0.74878407,380.6667
0.9568398,0.8861739,645.0
0.9158697,0.87360066,25.333334
0.9758967,0.9025394,158.0
0.9651967,0.84120333,366.6667
0.9789542,0.88797396,296.0
0.98141026,1.0269974,438.33334
0.8834261,0.86956203,211.33334
0.95271957,0.8917007,176.66667
0.92782617,0.7705588,86.66667
0.94472015,0.81219065,176.33334
0.9014356,0.76127785,238.33334
0.7883324,0.85443276,373.0
0.9747051,0.8249397,87.66667
0.82569784,0.7675349,161.0
0.95571256,0.7807243,280.6667
0.922127,0.8889513,127.66667
0.9915597,0.97145975,248.66667
0.9716105,0.8132744,633.0
0.90287447,0.85782623,259.6667
0.9965882,0.97818685,370.33334
0.98886263,0.94400567,458.6667
0.94034016,0.9142388,193.0
0.9287781,0.6430029,117.66667
0.9882457,0.9151535,137.33334
0.89630795,0.8306416,47.666668
0.9371859,0.7587478,209.0
0.9562451,0.8424708,94.333336
0.9189509,0.77409005,121.66667
0.8373585,0.77473843,148.0
0.9944851,0.90212053,489.0
0.9032222,0.9121391,665.0
0.9903547,0.96083397,332.33334
0.976556,0.90425175,366.0
0.96744466,0.9799337,183.33334
0.9926545,0.91715217,588.6667
0.9909967,0.9324881,193.0
0.9434937,0.90476507,21.333334
0.91084284,0.8230898,234.66667
0.95528114,0.8821323,354.33334
0.9663202,0.92705154,157.0
0.9853899,0.9202103,266.33334
0.985813,0.92027426,396.0
0.9089762,0.8028442,161.0
0.98800623,0.95990604,274.6667
0.9913926,0.92210627,446.6667
0.98636645,0.92607284,224.33334
0.86502,0.81541824,546.0
0.96247673,0.8896501,334.0
0.988356,0.95596504,236.0
0.9751875,0.85155296,206.0
0.9716968,0.8796545,119.333336
0.96495986,0.9404871,597.0
0.87942684,0.7407117,103.0
0.9165269,0.6929595,495.0
0.91908026,0.7502196,144.0
0.9884999,0.91663545,372.6667
0.98659486,0.91112125,554.0
0.99156827,0.93842524,333.33334
0.8983609,0.72461736,117.0
0.98140734,0.9390804,329.6667
0.90053785,0.8169832,404.33334
0.8635137,0.77906704,390.0
0.87397945,0.72357005,280.0
0.93359375,0.7203989,504.33334
0.94151896,0.7800254,32.0
0.9497711,0.82320946,415.6667
